	Brain_1.CEL	Brain_2.CEL	Fetal_brain_1.CEL	Fetal_brain_2.CEL	Fetal_liver_1.CEL	Fetal_liver_2.CEL	Liver_1.CEL	Liver_2.CEL
32394_s_at	1909.69787196298	1505.23976915246	4295.82887051183	5669.40142031952	2219.71701589896	2698.6453373277	1567.85358968409	1071.71534037308
32395_r_at	4637.44716411171	3589.80105412787	7951.50613989676	9461.32702880756	5928.29874763893	5925.2930011118	4752.33870834062	3348.16325371786
32396_f_at	582.717512270757	638.532113973532	611.324247571467	600.580538966991	691.58192428311	694.258034811586	918.610233444074	767.026749762097
32397_r_at	829.250211442652	791.931320260715	997.013331774892	1001.52005334547	914.338052005296	949.36211933882	1163.19214350754	1174.69864717011
32398_s_at	514.505339464195	488.527561061764	552.971273430154	564.549566602026	367.072093315681	325.880246618806	352.738238360919	401.406073318449
32399_at	412.050639042749	458.335315785863	427.652057301409	427.981151383388	439.308538416411	411.79936155584	449.560507453332	467.773771681515
324_f_at	1447.39326778049	1118.70740967558	2316.78841940585	2795.51059195283	2067.31036476338	2415.41385311306	1456.8995012946	1293.27536492606
32400_at	799.971150657213	812.935102312686	903.852140185952	789.302822890165	830.221860154161	758.784517899069	885.053111196798	964.912716951993
32401_at	884.503666905519	834.961510123023	831.158749606571	811.757040720834	1329.66095311593	1241.19107871407	1130.89618451435	1017.68465067785
32402_s_at	589.852160836119	614.259427169932	558.526605349302	586.06759020368	599.028347084107	583.780476770364	655.595207106532	603.298074503599
32403_at	463.717300929319	419.458136220416	438.961871148789	422.239282709821	464.455711354703	460.41022450553	546.133938921272	552.01744555976
32404_at	344.926019726647	315.04724469535	288.375006705567	288.998574228886	325.370127905387	286.11358045848	346.048421464563	359.941169084878
32405_at	482.259273337112	466.236061084858	578.510115996622	537.155504666911	483.392368146629	502.014949618306	527.804963918135	547.145544291718
32406_at	939.099008618848	707.527529964114	1473.40525537025	1672.06339895852	1256.92136213866	1309.3163942709	1577.6433539217	1703.8919797901
32407_f_at	1484.1222739066	1282.02793801504	1458.44608814566	1224.51863410177	1401.59814714271	1349.80572461018	1643.46577485895	1501.62376536621
32408_s_at	1519.4612133859	1537.90760621138	1606.91234960802	1866.66315280534	951.967164443806	1057.3105614348	1005.83132705467	930.699073990244
32409_at	1226.73644409967	1260.1258284246	1507.24474635305	1249.52435751554	1277.38566825411	1275.27934099752	1347.60797238902	1417.44537423974
32410_at	1492.38347204117	1525.71235991013	1609.47142478313	1381.68653446501	1752.44418737624	1676.99243229944	1581.13068171829	1864.13975094786
32411_at	418.058568259161	414.56353969564	395.429944627352	380.974998079128	383.990373313868	402.396329513164	444.580676482279	427.332089106634
32412_at	10447.2130725407	9177.83523358701	11811.874559205	14154.4059523918	12185.4240295047	12979.4784326928	14116.534436911	11612.2917517933
32413_at	500.781952215133	554.363567769881	686.450285439548	612.007902110049	608.1983144533	616.750461273164	587.610508261559	606.493769496287
32414_at	365.739994961616	302.819735905739	336.734244340819	304.762955192322	355.505616522511	330.102613092951	372.613347653659	421.773285623314
32415_at	348.719236159422	358.065775321634	303.622304009203	268.983684306323	363.895759609285	336.03130805301	431.816254258717	618.119423769437
32416_at	431.96222735664	442.975380874466	435.823117010405	409.171431001919	484.273331392695	458.803200081779	520.590877456521	539.04928644465
32417_at	336.754046246582	330.010808367799	327.157235819749	302.962501265406	364.861543013557	348.635472990834	380.72418863842	391.178675398153
32418_at	732.56782534523	862.574842021996	533.415774163262	578.931586139563	641.568868525626	686.104439785582	816.886935189955	733.415943776938
32419_at	562.813173631438	569.92421356111	551.223262093203	561.241272164291	556.169799812741	527.765601587867	553.894246849946	607.840890981519
32420_at	685.486865484496	656.350498290442	652.698421888388	578.04174781012	637.312976642181	597.057127045826	662.974839341014	739.405717180335
32421_at	432.580948557798	439.387536039837	471.675459924798	411.290055215537	443.649198435348	438.329597291494	468.736284598552	518.690138366487
32422_at	1257.15166357334	1231.20665920549	1197.93633969753	1142.25538999378	1331.90900656168	1296.2045755924	1296.99067949975	1319.32479028561
32423_at	1073.10224429428	1002.08378551637	967.351797732543	945.787586343161	1153.63956767815	1076.59204414737	944.149010394472	969.330291203021
32424_at	798.504669168933	702.457878664266	784.410666279005	796.804450291979	803.374794380291	763.507356046048	876.17121667159	895.632880688098
32425_at	898.348773885057	764.732104347109	1137.99345583282	1259.47402727259	1049.38208486321	1152.17401792822	1182.72761976904	1251.39337698541
32426_f_at	389.125247729466	424.282490768977	511.408534105068	491.112508461427	587.256084355412	520.015026296433	463.558931454733	518.467855860908
32427_at	747.70857538184	729.23817858793	627.917079926902	646.430650785462	685.422154762588	732.061576528731	933.255883526431	800.50009096441
32428_at	896.342188210789	921.781064826853	1093.75323819544	861.46259912907	1044.72972530337	993.058876032103	1112.21803164984	1166.01036995542
32429_f_at	456.768685269449	440.857559518508	537.548722772334	622.303930923202	572.653663936684	662.509533864615	654.434064237055	730.394443661645
32430_at	1507.03131794816	1355.46133657413	2308.56957287153	1923.86467573881	1796.52967037381	1593.29329441797	1481.31535257285	1755.47585267275
32431_at	388.699193875862	381.214330108069	453.333316335881	426.858833611432	447.820420678723	417.493298652671	436.59053336802	455.29323195386
32432_f_at	3669.68205811934	4527.07265960734	6991.68659903954	8782.92586471048	4953.48182452979	6177.75056901082	4964.35908746758	5064.69864571494
32433_at	650.601052738628	680.444172956177	927.108815622948	1076.56189702237	961.335213340451	1239.25858115966	898.236738499887	925.582568337706
32434_at	967.01320808162	1160.9816557415	2440.59310699911	3219.6682933694	585.465979789811	779.071607350194	323.752725228793	340.253001527576
32435_at	6129.94371581902	4897.04971048984	7416.24016736259	9069.23632866599	7179.45708763601	7085.62432523155	6658.26770360443	6197.29846299589
32436_at	6404.4147685967	5067.99806035649	7559.36617097723	8616.40436079836	6582.93165329424	6540.06743802392	6470.4203988932	5215.191254088
32437_at	5331.78965081199	5533.59859736071	6692.74437916193	8945.13572084192	7014.40997754995	7451.41705176076	8899.8119036264	7140.13617282727
32438_at	7503.92141049446	5995.40558476278	10914.5050359196	12356.839433772	9573.16950361779	9330.60519414867	7362.03465171299	7431.81452480561
32439_at	721.835586212631	695.932276532128	515.39003571891	476.900607534798	676.870358199309	629.41007742792	863.200982942503	971.702850658531
32440_at	2953.45801153412	2469.82199781101	6281.11148261179	7760.14197952538	3102.52194376037	3399.51760641794	1185.46566096374	1014.39172599654
32441_at	592.513281056115	620.918249371603	595.630063398766	577.743619060459	679.313791617482	662.381461151201	849.02468037895	856.764548826407
32442_at	423.124153838515	423.36131156092	480.100648072866	474.457621856788	510.549110568543	494.739299778448	541.241178852866	537.700790557889
32443_at	292.733233225384	327.31329203463	417.67133221904	369.778124733926	362.093870697617	377.861190537915	369.205508093063	392.341540400135
32444_at	6045.0170220456	5748.31798015274	6508.64388899578	6912.19679762827	2489.88509692228	2765.2392248931	2409.90573694388	2006.69637104665
32445_at	406.691710199588	446.583415085468	447.039594552761	423.314804784266	488.132792464385	486.907702711615	486.183363647814	1554.581418639
32446_at	500.031466823654	430.087910719499	458.095228108644	459.705446708924	512.103853093167	470.162256366843	571.525714536086	590.384727623253
32447_at	1069.65779924565	1046.32041012959	1092.67412515389	1006.68302143894	1144.15163079964	1083.62354932004	1173.67329098922	1124.82746348713
32448_at	832.137438167897	816.367324040008	847.305604965175	849.811884198515	797.603600062987	790.06774342959	953.646942327909	923.458410624766
32449_at	683.423419283028	698.228646512158	614.680966881131	583.128154476976	749.68116393924	671.530013656076	815.81657636282	794.151912118992
32450_at	619.834446121049	682.535523127022	518.256898943891	542.331593204	635.400593544646	637.182288089458	738.037575516046	660.63131836437
32451_at	417.481794592363	379.191894110854	391.894723348665	357.199180322187	533.058877854472	549.396102472714	470.579340239622	521.696171813532
32452_at	703.856456970962	659.627636241672	638.124407392934	595.496179400635	766.874476565797	656.721614212101	813.1522558973	794.879874896219
32453_at	621.485619309681	554.068794153038	513.051299560062	481.490074979334	723.433173556727	685.974953624449	818.247237322554	905.105912625664
32454_at	292.402899868453	290.940384669212	299.651687156057	294.535672202111	310.449375931648	331.648600798093	317.631004235478	310.496402055987
32455_s_at	2030.39942916188	2644.29646010482	1686.49274163916	1623.15483581742	1676.47100444477	1703.37941934132	1463.20181111193	1739.76446311158
32456_s_at	959.530424428271	1093.88590589153	647.81953873839	761.394158582371	721.262270668236	740.870868438965	931.344324169079	943.764544815583
32457_f_at	1783.84190159689	1729.00237790342	1911.7243920254	1709.9638501034	1873.4962624448	1587.3527770113	1891.37911077834	1893.08444487278
32458_f_at	810.552892278502	807.81356620109	619.997788683314	595.500270177226	941.805624303312	935.550907494395	1404.78438132538	1342.4766268105
32459_at	1595.49105958492	2056.16719189425	2008.22549961728	2015.60992096088	2007.38449917449	2098.73657892124	2175.8005479534	2186.49907310237
32460_at	607.437549192759	498.83471659721	646.140036643043	607.047616346131	610.334212746635	591.249682454306	649.311744144258	695.420717917839
32461_f_at	359.093659585337	352.3928149401	408.930800619871	398.466736106495	392.612119044994	410.384331518719	423.45947250675	479.889349071686
32462_s_at	521.61843532966	526.225044935384	576.230859167449	526.040421889089	571.991649624112	500.542350179662	581.465902384871	616.08802896681
32463_at	753.712510437212	732.221084407011	642.150465160091	589.436248311203	793.484752301705	725.341616653361	882.658132415625	889.644360118296
32464_at	889.019914425375	922.79097144962	1049.45526507402	916.772922741618	866.595497249664	823.083615917949	863.068242523503	1009.44956872671
32465_at	745.802304516419	751.979048521121	762.938842562168	695.082426961892	987.423296170166	869.979134624238	937.060723832028	978.929422926256
32466_at	17644.0246908582	16613.6433031133	20483.8835323211	21287.8554652365	22642.5176015802	22458.9233550805	22588.1232612941	21733.4335115405
32467_at	614.878639653733	674.831566739905	814.717148310736	696.642308395393	790.108350939854	786.839616195473	935.978859497525	898.990549365981
32468_f_at	1099.27063288857	1353.01326891384	1232.42665922726	1051.83850017052	1293.5362230581	1377.3331796567	1427.15085220185	1548.4844568727
32469_at	588.526668860277	636.101088709589	683.468729129866	595.068856143563	842.358419728251	754.00317440213	767.943974354017	751.741228392082
32470_at	308.52378076725	301.052754885104	326.514156704603	304.131455325095	327.168209807472	318.971393411155	346.982112592668	423.123745738631
32471_at	224.772775128207	247.397602250478	236.602209389124	238.646441478753	237.778405002186	266.350885201001	285.262638468143	295.161228088554
32472_at	496.642336980777	394.609059123222	413.769358407964	324.59495825903	642.866849832965	597.015857092805	596.166082889578	512.549554939711
32473_at	438.485330103787	524.67397694093	449.883551589111	503.13180249291	389.340785806189	450.015439827537	512.665144602626	510.667241332959
32474_at	1603.36715214933	1551.56764127306	1522.169112985	1462.70665837471	1686.10475075542	1654.31936512545	1974.05008700478	1795.69073018481
32475_at	466.131209719098	455.727099910176	403.038332527494	393.353037415248	504.763459393645	500.55876466371	577.389348243214	527.296618159109
32476_at	666.281166171705	573.29456051647	693.071494551016	785.266437118318	706.435317620415	715.843510904272	817.145884544677	821.260462955352
32477_at	457.763382210596	441.143287007626	456.990065942906	442.385140008889	566.919663200518	544.955499071284	552.961182463821	558.237125042338
32478_f_at	531.556702494633	550.860051069773	1032.04484037429	992.750259212361	483.945252109031	607.61046973743	467.319110164416	446.139349172707
32479_at	594.02468156256	605.395385482501	568.54343001293	546.510276801088	600.679552529301	595.563959445655	683.212281944435	665.482800983805
32480_at	516.180873700199	519.089557603156	599.994712682614	582.175774399948	515.416740478724	531.616176871957	573.108302842691	573.027497024824
32481_at	666.821438082533	678.228479628247	634.452040648875	563.006043659768	754.278764614071	720.646647684786	750.700014919862	841.824316418358
32482_at	994.364849455723	949.371886178788	938.765414733245	883.616743731986	1122.13008922533	1038.0801985451	1198.42105974598	1200.20473329009
32483_at	437.44839776525	438.57867267761	432.97985669907	451.458270727092	447.927788229897	415.405781566254	406.804996892249	409.85988098215
32484_at	739.342651344266	686.481670610626	928.719140352148	934.939523966439	960.018925544987	978.828142135533	841.963205961912	962.6492960063
32485_at	621.099723682936	574.663245623986	526.769123628054	468.841388319414	649.621485600115	569.656369658708	669.514447682566	1494.01786526499
32486_at	421.59421600507	394.55877174157	403.082934361684	386.62615456452	424.671168724042	386.537011901979	419.684033445273	404.542587424714
32487_s_at	4392.35890610584	4243.93591475087	7610.62728966512	8819.83535690345	4992.45861274266	4971.13442694401	5704.53432364056	4372.34290660221
32488_at	228.189018855923	241.982291647539	385.649753601766	440.862298572591	1516.75336000234	2161.88928949725	407.511823407473	373.068913674397
32489_at	418.645910090111	394.825889514604	470.049158217858	417.481787225913	452.188544654664	414.865902855145	412.40415894083	422.912851688969
32490_at	640.798644238091	597.071077101889	762.059291886481	733.446103872842	689.899304428612	679.381303690024	721.054120752402	736.088271067598
32491_at	379.493923225241	436.711632099634	368.578013727001	351.6013555957	376.843188634366	372.105254986936	488.963362526846	450.332594847122
32492_g_at	562.648706709635	507.410173794363	529.232814214921	504.612161958284	620.907701854557	586.107519257468	645.223960708803	635.373107586501
32493_at	452.992879706992	412.70373392811	477.569137618081	476.066364871805	518.666894425003	505.305982771076	517.489814543206	572.135202387134
32494_at	1265.87325624673	1027.25656015119	1879.73647379492	1562.16799677431	1478.13294525578	1266.89520055878	911.12349702594	1077.8307759133
32495_at	652.943742579922	633.604930349826	568.535204686352	539.98442423027	690.534795186567	644.949025404701	716.165158592799	677.62857549349
32496_at	765.017673167154	824.640098352995	961.068217908137	870.192701707425	1102.89218347505	1000.23200966039	1010.82773947536	1173.12727660929
32497_s_at	846.631919768589	887.48126313053	1116.36938084678	979.041854079956	1125.04819262224	1058.69473465927	1024.5038562967	990.727178022689
32498_at	1617.96472871395	1629.09902393745	2117.20065745899	2213.91549963595	1844.7936944298	1829.58461617259	1967.82833035743	2013.52552864927
32499_at	2035.90275405881	2693.42022360225	3056.11768758359	2592.77062260291	3739.75812681983	3429.1013578901	3164.17445573973	4451.85920455033
325_s_at	302.843860512733	337.248943498529	280.647562889183	263.360528288463	366.15630078695	336.258693479215	343.484719442004	370.409100283732
32500_at	437.008081597211	369.819200582261	352.167038466197	340.471004308548	420.104883535745	357.12469590367	416.507846129947	435.342086869915
32501_at	363.071609860196	345.143595717362	336.178948550375	350.25541946854	325.986449746901	325.017247820178	353.471950718097	392.093423381166
32502_at	770.057801282804	784.28811658821	773.319192005655	780.396078070122	774.124635806498	709.097465151515	754.527045267842	757.368574027964
32503_at	373.023239297359	370.780937714287	363.798274565172	322.068401680639	422.912055988307	404.988586179774	445.994901567235	472.710678733728
32504_at	2128.52293406135	1974.79006450691	1641.58160853667	1524.70740164319	1391.2288636209	1257.6571376236	1671.32783097191	1876.14289905804
32505_at	901.321519546641	996.732987050521	994.199193435029	942.067323901877	1106.8888668193	1040.28533691551	981.834234530142	1004.53311233883
32506_at	504.276316061639	486.719643787025	520.103958488179	490.946315226806	505.679222970677	506.433986236358	470.244158143332	515.369792408993
32507_at	702.775775504324	617.997589839992	606.384739611673	566.782301092367	724.969037877867	610.094691962163	746.68960442077	776.596809648718
32508_at	440.094426822096	467.85333554362	662.823363891161	746.784351130146	367.045751623154	436.667011168952	332.680491238583	318.642329648807
32509_at	535.788334139284	534.375155324303	669.644374162504	631.741544132511	499.75081610562	463.187452832652	616.314422881979	641.762638403833
32510_at	992.629154596744	1121.2904350008	588.377283409943	617.389482980854	758.869106445069	865.31518101933	3451.97423370581	2964.91497336929
32511_at	1305.13898954307	1280.77576821002	979.196271779412	927.257616367184	757.948113474617	646.781975980024	688.675393919268	697.389218935895
32512_at	1707.21625835828	1723.20266955787	1029.28606944842	1302.70082322011	342.359318073496	335.103011525072	308.100142535753	338.158237294247
32513_at	1402.56845122053	1405.30535954049	1299.78620192534	1129.05935313391	1367.03709116432	1275.62476551536	1301.53320435388	1507.54928777916
32514_s_at	501.331080061839	509.900161298176	465.908748271178	470.542368646367	614.316060551153	648.633726558859	657.165529285986	599.462956335465
32515_s_at	667.550026735009	687.642253424595	689.814622589235	736.210688786123	712.191356077819	732.88891426636	831.135480295108	805.832950785972
32516_at	334.346690240283	298.467852515774	304.062245030169	292.574322366252	312.671415284074	270.741442347716	304.499323141422	304.436122213975
32517_at	409.290810674441	449.299360768159	400.65729317118	420.686297010096	389.527285151821	422.011375148897	441.791232093222	399.925368176793
32518_at	674.331336477164	751.961388468935	638.957333355433	642.163337973685	761.523444353781	861.175732114786	661.533108799891	651.389191840789
32519_at	830.874573743952	799.574302080014	937.732942422716	941.175826182394	1058.26809581542	1082.67561592846	986.818201767668	1058.19619225657
32520_at	759.643399490897	733.746052103303	586.927762548292	551.727228208711	737.328330171875	676.039758951217	901.559527106845	804.829799307901
32521_at	563.585168694101	494.795791782472	712.543336876383	752.07128795626	563.069677839021	545.909255871538	514.377194848948	700.684938291848
32522_f_at	3061.08646589824	3026.63697139612	1352.85840874364	1331.5353601897	1545.1111998791	1341.3020438614	1376.34312200879	1195.47412393246
32523_at	1547.33585750466	2043.45882012862	648.180091638732	753.107140398041	558.996778641381	568.32407178313	695.233668245837	651.279189861031
32524_s_at	1407.20787803521	1247.61768800268	1952.33015406906	2332.55481423923	1835.32657037518	2067.77680799573	2067.01670249794	2224.59154406174
32525_r_at	4303.09847954399	5126.36656160273	4943.84734417861	4142.83678964688	5995.33214337119	5823.71589809316	4454.30369469998	4914.25793091192
32526_at	2276.53879441769	1768.58556804124	1547.84459072004	1351.30248038709	1121.92937760335	1026.25349889725	1336.48061843531	1325.7149195944
32527_at	1834.05546236042	1107.17799436381	764.884593432423	622.804129942221	1057.45859295365	888.512803417608	1556.81077091131	1303.50652430077
32528_at	1402.01608565078	1436.4125873695	1225.93034024306	1169.59709008574	1358.76207906977	1294.96172551531	1609.02803120298	1801.09720649952
32529_at	1733.61631171686	1756.47061131994	1962.53522955188	1864.3307057219	2300.45264307832	2291.10199506016	1769.04633085258	1829.78852651156
32530_at	2469.11646383684	1602.81264433201	4486.11107880907	5246.54620934717	956.349246441997	1102.37973544957	615.571775100486	518.278842991319
32531_at	1304.85934978979	1157.30718016353	707.246304180579	778.163382838665	295.149399373522	294.829361517284	280.772661779282	324.297476290676
32532_at	2177.89961485198	1833.24002451172	2267.37715770943	2614.3011907925	2152.78105458187	1989.41784637933	2809.64811671281	2363.13508488568
32533_s_at	1564.80830467827	1406.34406400684	1865.36529603949	1569.11119892425	1384.69629063077	1529.49485428886	1441.68555469133	2197.85661693539
32534_f_at	492.903334910658	461.781590019632	518.547591185745	466.608644325221	494.440065830871	523.529130414614	503.231636110943	510.939444104902
32535_at	541.015150456568	423.774942717376	528.956085816182	497.156112959882	615.600255997903	582.273151192425	567.83424099305	570.120089481268
32536_at	2112.96306738702	1973.02335121353	2179.99834099152	2056.0271012422	3388.55539565171	3251.71990444504	4773.35980265108	4844.14749570092
32537_at	599.108794578389	602.743143415946	543.706824869475	515.939750728232	758.921154251677	727.822928206107	810.855471804155	866.184416129223
32538_at	4554.12336858259	3703.69181945885	430.557086324883	424.993932643114	15370.8461294285	17600.0528737662	24107.6208363991	26822.4820766721
32539_at	1800.01165883124	1260.79321517373	1270.33581902811	1280.74268665002	741.059593546828	717.863192955398	650.46231957374	706.685070117284
32540_at	835.459285306744	796.247894974287	1065.10748907131	863.188979302969	1018.64406154567	884.553772684979	893.859036573299	1027.07274536638
32541_at	508.568480734565	524.275873723349	557.959596806707	531.284562260314	470.268041267625	498.267933166538	568.217206619126	559.000156404577
32542_at	1868.46686712772	1847.20482944081	2723.01005581409	2990.38703415113	543.195675945337	573.87546487902	476.111431129671	478.711868585921
32543_at	1872.93694554649	2000.22375825104	1875.05005850937	1854.63928257252	2748.66088878321	2859.77342468826	3363.00104563058	3680.15744838533
32544_s_at	377.521901208684	427.966027282103	483.981147303524	518.500506026381	413.752344099661	487.318313993763	382.141123723484	375.537137505121
32545_r_at	1240.16701487871	1425.34858848607	1244.28634659534	1093.50023943436	1278.2340044119	1365.96157230265	1122.34496775613	1197.96100749029
32546_at	1024.37497377612	874.36831535831	815.568901121331	884.526992166291	1174.48639163255	1178.39927642171	1274.57750501196	1016.65897330691
32547_at	1257.87951100168	1227.47364997688	1001.6288085606	875.691953012427	1144.22709994428	1108.33526339535	908.287081763936	850.66595223023
32548_at	877.250226219194	888.388642599295	1094.01969218943	1290.89119478781	926.514423693943	1211.10156558473	696.204726511709	673.838131341707
32549_at	1750.71411146128	1162.45472083164	1441.04488445851	1114.73654639524	1302.03816163673	1044.03258379162	1352.70461842559	1590.73807595169
32550_r_at	5087.90020330518	6757.52100219952	4948.03824107437	4492.69920654989	7599.96634132903	8129.0335307511	8648.5101743256	9807.12810460627
32551_at	504.837939534311	396.788475826442	372.912887089791	374.992619429499	470.019640233162	483.633751504524	437.710091885091	549.03463205383
32552_at	524.669209505276	604.257731738709	308.259623821375	323.412771842763	11643.5510876483	12391.6727076343	16367.8246557086	17403.3202998984
32553_at	8403.70142231931	10960.1347120976	9214.86206577629	8310.44802268955	6548.54852980489	6948.93181389595	5337.33042564251	5898.8855099653
32554_s_at	679.972080548806	771.745745656512	590.062635840517	557.578872809986	1056.72479243928	1130.20098989765	866.09880069429	1029.81156640174
32555_at	489.976399536991	478.903061612647	498.869359689946	497.454748349039	640.604329021697	580.208465592354	543.074575982985	564.895526094176
32556_at	722.403198148866	708.931978762059	797.489882434468	715.668732005933	813.115618477878	785.624949505372	790.4329753515	808.217688792623
32557_at	1408.34102893882	1366.80253742872	1507.99150783941	1244.20788929959	1447.72091439734	1371.69221032104	1325.33539959513	1303.3362428325
32558_at	657.099844062515	700.089127573673	718.003345257816	676.059082441564	774.439026771741	793.057591752325	682.408601257578	701.909498223407
32559_s_at	2109.03441736022	1912.70353637846	1140.47970038851	1085.42075958582	1328.47826866328	1197.24856016248	1027.72792582436	945.408181154369
32560_s_at	1209.48495832307	1158.6696139009	1346.62694686067	1388.8100727524	1407.64571605179	1353.0950212571	1100.19565642251	1189.52434152386
32561_at	464.761466918393	485.292926300999	392.960453963095	415.000757776485	396.716527341207	370.938707160718	380.557401911764	350.980602843345
32562_at	975.40546358398	1050.50177335857	875.925746935878	816.82571522303	1357.91842304119	1359.55942561483	1727.61665606815	1514.59190819339
32563_at	4206.87507536014	4249.74844137297	4304.7791775815	4082.87389847291	4254.97803390134	4383.39217339177	3767.82928353979	4246.76146539389
32564_at	871.118551095872	842.572466675093	981.013932512739	1134.2518885733	1620.59036821707	1943.78827895956	1301.14690635924	1479.10893962929
32565_at	1780.98404687464	1974.34940294029	1696.19519562844	2046.50262354178	565.78407274785	499.444140515707	577.030336807047	572.809076990799
32566_at	1545.13138381717	1578.95435472799	1132.97059961743	1107.74805268453	1421.16489335257	1398.66442157168	1586.10230208955	1576.99958721602
32567_at	2648.50634174116	2568.52741128893	2901.12892906343	2549.31323193802	2564.66731268739	2533.75083902312	2530.07244340051	2721.31825012112
32568_at	357.993407322264	283.475938929305	299.81461825443	290.549734088529	313.68125727807	287.659399499654	305.19435169891	292.158202938004
32569_at	2540.79235602091	1806.56342187087	3683.4957706916	4113.90387795533	396.540797037472	440.630091504912	351.903904462894	331.254425184694
32570_at	401.871637898256	395.089377689773	503.006978489204	422.909097468966	427.221725926804	421.069000152119	533.499954128721	557.182543798858
32571_at	438.62492345069	442.273809257575	513.177210100533	534.487927579717	404.406278421349	409.302422285045	440.923572877557	462.754055381503
32572_at	525.773765842654	508.17763665	588.366267990863	632.749306554312	509.651544638557	556.349841489106	536.349449166405	543.715916241864
32573_at	2210.72234644199	2109.25674966027	1549.02346536928	1795.46385938272	1494.32773212812	1594.85380384446	1573.15591049899	1392.10971047252
32574_at	1038.78092987741	1179.36949008467	705.59692224762	681.871539272097	1018.535589006	1020.70651204133	1129.69423819003	1178.85234483332
32575_at	1980.37341945444	1798.61233646864	1826.55161526804	1824.24754401676	1480.17913523078	1407.95743452847	1124.77988241618	1075.39569390311
32576_at	1310.73054889878	1523.96150547288	1569.09344634636	1859.88420580338	1797.66099976595	2042.53226553774	2152.73473756701	1809.13749405922
32577_s_at	598.543996103593	601.963184754172	601.368024062259	586.539706283799	607.034143888327	607.269989292714	642.698055182637	679.676241472994
32578_at	527.686107121446	603.270125934942	459.235418079671	455.422029817435	523.975413341561	593.235660552915	786.357700541708	683.577965412833
32579_at	1889.68223741064	1953.16349592324	2197.71420163021	2376.78960692139	1808.41297134957	1870.71058704616	1359.5255921346	1482.35502600555
32580_at	1046.32005740388	1006.13009354306	1079.15820569848	1000.73575707919	1245.68443147242	1158.53473248408	1145.94726103959	1194.7171194372
32581_at	328.283215966088	302.489550787391	323.424408308709	321.820541616641	310.724245259291	303.130811032266	290.079039058696	339.833529565552
32582_at	597.711707378247	663.316888638479	421.636388443181	468.492269560916	529.455105255258	543.360449259235	640.038089814509	537.403743462412
32583_at	395.434341917646	471.207478515728	428.166148496021	438.531742123388	371.38163172996	412.724354359895	293.117509770269	318.375866393455
32584_at	1344.92489913423	1221.99365430361	697.72248585074	789.623270350269	787.355422054359	802.033756104675	863.072147620731	745.669584254016
32585_at	810.56566510868	676.064236425241	570.55375112065	647.132612138129	497.708432253757	523.470047916777	557.513715247564	569.723527013778
32586_at	1084.6475961592	1109.16443738429	1110.52996665747	1131.81714747399	815.105002081499	925.134157731289	905.000808857022	846.43730418623
32587_at	465.733926191539	508.035015516842	421.043289160832	495.35788598525	545.437077619682	573.815497452156	531.380989635103	464.365309239719
32588_s_at	1115.95681379265	1261.7854697982	985.653262605024	1164.07515498282	1812.3407970353	1922.22609015856	1178.59626661126	1783.80157743013
32589_at	1009.19731082133	1023.00802407751	814.79886890943	855.562144987852	1120.0119428179	1092.2696457988	970.84042448459	966.302364478954
32590_at	2267.11155157995	1858.28185441504	3329.47074583855	3231.850925119	1628.22149316096	1758.69658847187	1042.36290728436	1076.38697442902
32591_at	1281.1464375964	1443.04777048091	1099.56191832008	1102.01366390138	878.778895598018	899.564998088402	900.93216156067	871.893381011925
32592_at	881.497181375961	864.402014416259	917.739617587474	812.653608777024	968.884874750682	924.460267932282	891.671179030226	899.861080838939
32593_at	805.164339954706	912.423138015294	468.260833315128	437.893456691816	448.7311564933	470.735257661762	647.869447277676	651.834852742368
32594_at	1155.70349662103	1099.2372306952	1204.81866552515	1159.33910579603	1291.04026504746	1321.70816136223	1369.69871767085	1631.82872157485
32595_at	728.15945736855	670.646597273623	699.659225347564	718.781246911882	544.62766600786	529.463216560816	521.534905427422	538.848808431913
32596_at	1011.44946068327	744.571019705431	522.947907649606	478.511540613853	546.777479240387	484.53858531589	801.229712525471	751.079734213913
32597_at	567.42425191048	668.123843619084	838.939821051266	990.734962021607	394.662211827153	451.777060732695	451.224251817406	389.477352004999
32598_at	2100.85130907659	1913.3506287254	5073.37608237099	6173.51329027846	390.537378904616	438.215908070024	385.509420203317	426.018795023167
32599_at	274.807821220948	297.997096972861	309.692521872078	341.115854737063	238.011648969815	251.731895996963	244.15983921891	258.443687591491
326_i_at	3324.64038403698	2673.72304085064	3386.85426100778	4981.74712475036	2952.70031595873	2913.70492163376	3069.8633701479	1810.62517177327
32600_at	947.688084290254	1004.46329414299	1009.84698781818	1022.89616884142	887.621696075951	928.848082155988	1121.82629328127	1031.99449323114
32601_s_at	1045.96510712432	931.954057071497	1138.72792988483	1064.0531940538	1155.88284073679	1155.56636389787	1362.58976205714	1468.67305106696
32602_at	666.261285810102	592.782460731159	1002.24688833729	1266.1403027992	311.756552555837	324.217224200196	313.234878412959	319.479607890114
32603_at	529.788749867732	450.125323479087	487.543850910793	403.429586345704	615.554853585723	585.406481417833	500.427327743541	589.954658194349
32604_s_at	559.072601855483	530.309441221091	551.438369409282	566.042006699189	603.860137535183	598.484030290024	584.001023266234	607.813206196187
32605_r_at	215.698860989407	234.534082696202	211.536289808674	231.583054583889	213.178890062236	221.157763021993	227.190732962667	241.186377337492
32606_at	1180.22699805461	1343.8050758692	1005.5392684043	993.622799118119	491.260466852357	429.450796955954	448.954691318233	427.518955246259
